Sample,Model,Profile,Total_Pairs,Both_Pass_a,Broke_It_b,Fluke_Recovery_c,Both_Fail_d,Discordant_Pairs,Baseline_Acc,Exp_Acc,Risk_Diff,Risk_Diff_CI_Low,Risk_Diff_CI_High,Odds_Ratio,OR_CI_Low,OR_CI_High,Test_Used,Statistic,P_Value,Holm_Threshold,Significant,Power_Limit
primary,anthropic_claude-haiku-4-5,elder_text_heavy,139,116,12,1,10,13,92.1%,84.2%,0.0791,0.0306,0.1353,12.000,1.775,512.973,Exact Binomial (n=13),,0.003418,0.000685,No,none
primary,anthropic_claude-haiku-4-5,elder_zoom_heavy,144,123,10,8,3,18,92.4%,91.0%,0.0139,-0.0466,0.0753,1.250,0.444,3.645,Exact Binomial (n=18),,0.814529,0.001667,No,none
primary,anthropic_claude-haiku-4-5,elder_combo_max,111,88,12,2,9,14,90.1%,81.1%,0.0901,0.0261,0.1602,6.000,1.336,55.197,Exact Binomial (n=14),,0.012939,0.000725,No,none
primary,anthropic_claude-haiku-4-5,elder_combo_mid,123,98,14,4,7,18,91.1%,82.9%,0.0813,0.0147,0.1521,3.500,1.099,14.603,Exact Binomial (n=18),,0.030884,0.000746,No,none
primary,anthropic_claude-haiku-4-5,colorblind_deuteranomaly,136,119,4,2,11,6,90.4%,89.0%,0.0147,-0.0250,0.0570,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001515,No,none
primary,anthropic_claude-opus-5,elder_text_heavy,139,138,1,0,0,1,100.0%,99.3%,0.0072,-0.0203,0.0396,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.007143,No,ceiling
primary,anthropic_claude-opus-5,elder_zoom_heavy,144,142,2,0,0,2,100.0%,98.6%,0.0139,-0.0140,0.0492,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001163,No,ceiling
primary,anthropic_claude-opus-5,elder_combo_max,111,109,2,0,0,2,100.0%,98.2%,0.0180,-0.0179,0.0633,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001190,No,ceiling
primary,anthropic_claude-opus-5,elder_combo_mid,123,122,1,0,0,1,100.0%,99.2%,0.0081,-0.0229,0.0446,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.008333,No,ceiling
primary,anthropic_claude-opus-5,colorblind_deuteranomaly,136,134,0,1,1,1,98.5%,99.3%,-0.0074,-0.0407,0.0193,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.010000,No,ceiling
primary,anthropic_claude-sonnet-4-6,elder_text_heavy,139,130,5,0,4,5,97.1%,93.5%,0.0360,0.0035,0.0803,inf,0.916,inf,Exact Binomial (n=5),,0.062500,0.000794,No,ceiling
primary,anthropic_claude-sonnet-4-6,elder_zoom_heavy,144,128,12,2,2,14,97.2%,90.3%,0.0694,0.0198,0.1273,6.000,1.336,55.197,Exact Binomial (n=14),,0.012939,0.000735,No,ceiling
primary,anthropic_claude-sonnet-4-6,elder_combo_max,111,73,34,1,3,35,96.4%,66.7%,0.2973,0.2086,0.3881,34.000,5.704,1381.926,"Asymptotic (Edwards' correction, n=35)",29.2571,0.000000,0.000667,Yes,ceiling
primary,anthropic_claude-sonnet-4-6,elder_combo_mid,123,93,26,0,4,26,96.7%,75.6%,0.2114,0.1424,0.2901,inf,6.560,inf,"Asymptotic (Edwards' correction, n=26)",24.0385,0.000001,0.000676,Yes,ceiling
primary,anthropic_claude-sonnet-4-6,colorblind_deuteranomaly,136,130,1,2,3,3,96.3%,97.1%,-0.0074,-0.0445,0.0265,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.012500,No,ceiling
primary,anthropic_claude-sonnet-5,elder_text_heavy,139,134,2,2,1,4,97.8%,97.8%,0.0000,-0.0379,0.0379,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.016667,No,ceiling
primary,anthropic_claude-sonnet-5,elder_zoom_heavy,144,131,10,1,2,11,97.9%,91.7%,0.0625,0.0191,0.1166,10.000,1.423,433.977,Exact Binomial (n=11),,0.011719,0.000714,No,ceiling
primary,anthropic_claude-sonnet-5,elder_combo_max,111,97,11,1,2,12,97.3%,88.3%,0.0901,0.0322,0.1601,11.000,1.599,473.475,Exact Binomial (n=12),,0.006348,0.000694,No,ceiling
primary,anthropic_claude-sonnet-5,elder_combo_mid,123,112,8,0,3,8,97.6%,91.1%,0.0650,0.0231,0.1223,inf,1.707,inf,Exact Binomial (n=8),,0.007812,0.000704,No,ceiling
primary,anthropic_claude-sonnet-5,colorblind_deuteranomaly,136,131,0,3,2,3,96.3%,98.5%,-0.0221,-0.0627,0.0072,0.000,0.000,2.420,Exact Binomial (n=3),,0.250000,0.000943,No,ceiling
primary,local_ferret-ui-llama8b,elder_text_heavy,139,118,6,3,12,9,89.2%,87.1%,0.0216,-0.0235,0.0692,2.000,0.427,12.359,Exact Binomial (n=9),,0.507812,0.001220,No,none
primary,local_ferret-ui-llama8b,elder_zoom_heavy,144,124,5,6,9,11,89.6%,90.3%,-0.0069,-0.0565,0.0418,0.833,0.201,3.277,Exact Binomial (n=11),,1.000000,0.025000,No,none
primary,local_ferret-ui-llama8b,elder_combo_max,111,93,3,9,6,12,86.5%,91.9%,-0.0541,-0.1214,0.0081,0.333,0.058,1.336,Exact Binomial (n=12),,0.145996,0.000862,No,none
primary,local_ferret-ui-llama8b,elder_combo_mid,123,103,5,5,10,10,87.8%,87.8%,0.0000,-0.0546,0.0546,1.000,0.230,4.345,Exact Binomial (n=10),,1.000000,0.050000,No,none
primary,local_ferret-ui-llama8b,colorblind_deuteranomaly,136,116,4,2,14,6,88.2%,86.8%,0.0147,-0.0245,0.0562,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001563,No,none
precautionary,9router_ag_gemini-3-flash-agent,elder_text_heavy,109,106,3,0,0,3,100.0%,97.2%,0.0275,-0.0110,0.0778,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000833,No,ceiling
precautionary,9router_ag_gemini-3-flash-agent,elder_zoom_heavy,112,112,0,0,0,0,100.0%,100.0%,0.0000,-0.0332,0.0332,,,,N/A (no discordant pairs),,1.000000,0.001613,No,ceiling
precautionary,9router_ag_gemini-3-flash-agent,elder_combo_max,91,88,3,0,0,3,100.0%,96.7%,0.0330,-0.0130,0.0925,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000847,No,ceiling
precautionary,9router_ag_gemini-3-flash-agent,elder_combo_mid,100,98,2,0,0,2,100.0%,98.0%,0.0200,-0.0197,0.0700,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001020,No,ceiling
precautionary,9router_ag_gemini-3-flash-agent,colorblind_deuteranomaly,136,134,1,0,1,1,99.3%,98.5%,0.0074,-0.0193,0.0407,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001667,No,ceiling
precautionary,9router_ag_gemini-3-flash,elder_text_heavy,109,107,1,0,1,1,99.1%,98.2%,0.0092,-0.0238,0.0503,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001724,No,ceiling
precautionary,9router_ag_gemini-3-flash,elder_zoom_heavy,112,109,2,0,1,2,99.1%,97.3%,0.0179,-0.0153,0.0631,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001042,No,ceiling
precautionary,9router_ag_gemini-3-flash,elder_combo_max,91,88,2,1,0,3,98.9%,97.8%,0.0110,-0.0405,0.0665,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.001786,No,ceiling
precautionary,9router_ag_gemini-3-flash,elder_combo_mid,100,97,2,1,0,3,99.0%,98.0%,0.0100,-0.0370,0.0608,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.001852,No,ceiling
precautionary,9router_ag_gemini-3-flash,colorblind_deuteranomaly,136,134,0,1,1,1,98.5%,99.3%,-0.0074,-0.0407,0.0193,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001923,No,ceiling
precautionary,9router_ag_gemini-3.5-flash-low,elder_text_heavy,109,106,1,2,0,3,98.2%,99.1%,-0.0092,-0.0560,0.0341,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002000,No,ceiling
precautionary,9router_ag_gemini-3.5-flash-low,elder_zoom_heavy,112,109,1,2,0,3,98.2%,99.1%,-0.0089,-0.0545,0.0332,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002083,No,ceiling
precautionary,9router_ag_gemini-3.5-flash-low,elder_combo_max,91,87,2,2,0,4,97.8%,97.8%,0.0000,-0.0573,0.0573,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.002174,No,ceiling
precautionary,9router_ag_gemini-3.5-flash-low,elder_combo_mid,100,97,1,2,0,3,98.0%,99.0%,-0.0100,-0.0608,0.0370,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002273,No,ceiling
precautionary,9router_ag_gemini-3.5-flash-low,colorblind_deuteranomaly,136,132,1,1,2,2,97.8%,97.8%,0.0000,-0.0331,0.0331,1.000,0.013,78.497,Exact Binomial (n=2),,1.000000,0.002381,No,ceiling
precautionary,9router_ag_gemini-pro-agent,elder_text_heavy,109,102,3,2,2,5,96.3%,95.4%,0.0092,-0.0397,0.0609,1.500,0.172,17.959,Exact Binomial (n=5),,1.000000,0.002500,No,ceiling
precautionary,9router_ag_gemini-pro-agent,elder_zoom_heavy,112,106,2,3,1,5,96.4%,97.3%,-0.0089,-0.0597,0.0391,0.667,0.056,5.820,Exact Binomial (n=5),,1.000000,0.002632,No,ceiling
precautionary,9router_ag_gemini-pro-agent,elder_combo_max,91,81,6,3,1,9,95.6%,92.3%,0.0330,-0.0370,0.1075,2.000,0.427,12.359,Exact Binomial (n=9),,0.507812,0.001220,No,ceiling
precautionary,9router_ag_gemini-pro-agent,elder_combo_mid,100,92,4,2,2,6,96.0%,94.0%,0.0200,-0.0350,0.0800,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001316,No,ceiling
precautionary,9router_ag_gemini-pro-agent,colorblind_deuteranomaly,136,128,3,4,1,7,96.3%,97.1%,-0.0074,-0.0537,0.0373,0.750,0.110,4.433,Exact Binomial (n=7),,1.000000,0.002778,No,ceiling
precautionary,9router_cx_gpt-5.4-mini,elder_text_heavy,109,31,9,5,64,14,36.7%,33.0%,0.0367,-0.0301,0.1031,1.800,0.542,6.837,Exact Binomial (n=14),,0.423950,0.000980,No,floor
precautionary,9router_cx_gpt-5.4-mini,elder_zoom_heavy,112,33,7,6,66,13,35.7%,34.8%,0.0089,-0.0539,0.0717,1.167,0.336,4.202,Exact Binomial (n=13),,1.000000,0.002941,No,floor
precautionary,9router_cx_gpt-5.4-mini,elder_combo_max,91,27,12,12,40,24,42.9%,42.9%,0.0000,-0.1035,0.1035,1.000,0.411,2.434,Exact Binomial (n=24),,1.000000,0.003125,No,floor
precautionary,9router_cx_gpt-5.4-mini,elder_combo_mid,100,27,12,7,54,19,39.0%,34.0%,0.0500,-0.0345,0.1333,1.714,0.622,5.139,Exact Binomial (n=19),,0.359283,0.000943,No,floor
precautionary,9router_cx_gpt-5.4-mini,colorblind_deuteranomaly,136,39,8,6,83,14,34.6%,33.1%,0.0147,-0.0392,0.0685,1.333,0.406,4.662,Exact Binomial (n=14),,0.790527,0.001515,No,floor
precautionary,9router_cx_gpt-5.4,elder_text_heavy,109,50,18,14,27,32,62.4%,58.7%,0.0367,-0.0639,0.1361,1.286,0.604,2.793,"Asymptotic (Edwards' correction, n=32)",0.2812,0.595883,0.001282,No,none
precautionary,9router_cx_gpt-5.4,elder_zoom_heavy,112,56,13,20,23,33,61.6%,67.9%,-0.0625,-0.1602,0.0371,0.650,0.297,1.373,"Asymptotic (Edwards' correction, n=33)",1.0909,0.296270,0.000909,No,none
precautionary,9router_cx_gpt-5.4,elder_combo_max,91,55,8,14,14,22,69.2%,75.8%,-0.0659,-0.1651,0.0344,0.571,0.208,1.460,Exact Binomial (n=22),,0.286279,0.000893,No,none
precautionary,9router_cx_gpt-5.4,elder_combo_mid,100,52,15,15,18,30,67.0%,67.0%,0.0000,-0.1061,0.1061,1.000,0.456,2.195,"Asymptotic (Edwards' correction, n=30)",0.0333,0.855132,0.001563,No,none
precautionary,9router_cx_gpt-5.4,colorblind_deuteranomaly,136,60,17,13,46,30,56.6%,53.7%,0.0294,-0.0487,0.1068,1.308,0.598,2.928,"Asymptotic (Edwards' correction, n=30)",0.3000,0.583882,0.001250,No,none
precautionary,9router_cx_gpt-5.5,elder_text_heavy,109,106,2,0,1,2,99.1%,97.2%,0.0183,-0.0157,0.0647,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001064,No,ceiling
precautionary,9router_cx_gpt-5.5,elder_zoom_heavy,112,107,4,1,0,5,99.1%,96.4%,0.0268,-0.0190,0.0800,4.000,0.396,196.990,Exact Binomial (n=5),,0.375000,0.000962,No,ceiling
precautionary,9router_cx_gpt-5.5,elder_combo_max,91,88,3,0,0,3,100.0%,96.7%,0.0330,-0.0130,0.0925,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000862,No,ceiling
precautionary,9router_cx_gpt-5.5,elder_combo_mid,100,96,4,0,0,4,100.0%,96.0%,0.0400,-0.0043,0.0984,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000806,No,ceiling
precautionary,9router_cx_gpt-5.5,colorblind_deuteranomaly,136,131,2,0,3,2,97.8%,96.3%,0.0147,-0.0134,0.0512,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001087,No,ceiling
precautionary,9router_cx_gpt-5.6-luna,elder_text_heavy,109,100,5,3,1,8,96.3%,94.5%,0.0183,-0.0386,0.0787,1.667,0.324,10.732,Exact Binomial (n=8),,0.726562,0.001471,No,ceiling
precautionary,9router_cx_gpt-5.6-luna,elder_zoom_heavy,112,106,2,4,0,6,96.4%,98.2%,-0.0179,-0.0723,0.0326,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001351,No,ceiling
precautionary,9router_cx_gpt-5.6-luna,elder_combo_max,91,83,6,1,1,7,97.8%,92.3%,0.0549,-0.0042,0.1263,6.000,0.728,275.986,Exact Binomial (n=7),,0.125000,0.000820,No,ceiling
precautionary,9router_cx_gpt-5.6-luna,elder_combo_mid,100,89,7,3,1,10,96.0%,92.0%,0.0400,-0.0259,0.1111,2.333,0.533,13.984,Exact Binomial (n=10),,0.343750,0.000926,No,ceiling
precautionary,9router_cx_gpt-5.6-luna,colorblind_deuteranomaly,136,130,0,5,1,5,95.6%,99.3%,-0.0368,-0.0835,-0.0047,0.000,0.000,1.091,Exact Binomial (n=5),,0.062500,0.000758,No,ceiling
precautionary,9router_cx_gpt-5.6-sol,elder_text_heavy,109,107,1,0,1,1,99.1%,98.2%,0.0092,-0.0238,0.0503,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003333,No,ceiling
precautionary,9router_cx_gpt-5.6-sol,elder_zoom_heavy,112,111,0,0,1,0,99.1%,99.1%,0.0000,-0.0326,0.0326,,,,N/A (no discordant pairs),,1.000000,0.003571,No,ceiling
precautionary,9router_cx_gpt-5.6-sol,elder_combo_max,91,88,2,1,0,3,98.9%,97.8%,0.0110,-0.0405,0.0665,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.003846,No,ceiling
precautionary,9router_cx_gpt-5.6-sol,elder_combo_mid,100,98,1,0,1,1,99.0%,98.0%,0.0100,-0.0258,0.0546,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.004167,No,ceiling
precautionary,9router_cx_gpt-5.6-sol,colorblind_deuteranomaly,136,133,0,1,2,1,97.8%,98.5%,-0.0074,-0.0401,0.0195,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.004545,No,ceiling
precautionary,9router_cx_gpt-5.6-terra,elder_text_heavy,109,107,1,0,1,1,99.1%,98.2%,0.0092,-0.0238,0.0503,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.005000,No,ceiling
precautionary,9router_cx_gpt-5.6-terra,elder_zoom_heavy,112,109,2,0,1,2,99.1%,97.3%,0.0179,-0.0153,0.0631,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001111,No,ceiling
precautionary,9router_cx_gpt-5.6-terra,elder_combo_max,91,88,2,0,1,2,98.9%,96.7%,0.0220,-0.0184,0.0768,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001136,No,ceiling
precautionary,9router_cx_gpt-5.6-terra,elder_combo_mid,100,94,5,0,1,5,99.0%,94.0%,0.0500,0.0067,0.1120,inf,0.916,inf,Exact Binomial (n=5),,0.062500,0.000769,No,ceiling
precautionary,9router_cx_gpt-5.6-terra,colorblind_deuteranomaly,136,133,1,0,2,1,98.5%,97.8%,0.0074,-0.0195,0.0401,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.005556,No,ceiling
precautionary,anthropic_claude-haiku-4-5,elder_text_heavy,109,88,10,1,10,11,89.9%,81.7%,0.0826,0.0249,0.1477,10.000,1.423,433.977,Exact Binomial (n=11),,0.011719,0.000704,No,none
precautionary,anthropic_claude-haiku-4-5,elder_zoom_heavy,112,93,8,8,3,16,90.2%,90.2%,0.0000,-0.0738,0.0738,1.000,0.327,3.057,Exact Binomial (n=16),,1.000000,0.006250,No,none
precautionary,anthropic_claude-haiku-4-5,elder_combo_max,91,69,11,2,9,13,87.9%,78.0%,0.0989,0.0235,0.1795,5.500,1.200,51.065,Exact Binomial (n=13),,0.022461,0.000725,No,none
precautionary,anthropic_claude-haiku-4-5,elder_combo_mid,100,76,13,4,7,17,89.0%,80.0%,0.0900,0.0102,0.1731,3.250,1.004,13.683,Exact Binomial (n=17),,0.049042,0.000746,No,none
precautionary,anthropic_claude-haiku-4-5,colorblind_deuteranomaly,136,119,4,2,11,6,90.4%,89.0%,0.0147,-0.0250,0.0570,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001389,No,none
precautionary,anthropic_claude-opus-5,elder_text_heavy,109,108,1,0,0,1,100.0%,99.1%,0.0092,-0.0257,0.0501,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.007143,No,ceiling
precautionary,anthropic_claude-opus-5,elder_zoom_heavy,112,110,2,0,0,2,100.0%,98.2%,0.0179,-0.0177,0.0628,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001163,No,ceiling
precautionary,anthropic_claude-opus-5,elder_combo_max,91,89,2,0,0,2,100.0%,97.8%,0.0220,-0.0215,0.0766,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001190,No,ceiling
precautionary,anthropic_claude-opus-5,elder_combo_mid,100,99,1,0,0,1,100.0%,99.0%,0.0100,-0.0279,0.0545,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.008333,No,ceiling
precautionary,anthropic_claude-opus-5,colorblind_deuteranomaly,136,134,0,1,1,1,98.5%,99.3%,-0.0074,-0.0407,0.0193,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.010000,No,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_text_heavy,109,100,5,0,4,5,96.3%,91.7%,0.0459,0.0048,0.1010,inf,0.916,inf,Exact Binomial (n=5),,0.062500,0.000781,No,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_zoom_heavy,112,98,10,2,2,12,96.4%,89.3%,0.0714,0.0113,0.1403,5.000,1.066,46.933,Exact Binomial (n=12),,0.038574,0.000735,No,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_combo_max,91,69,18,1,3,19,95.6%,76.9%,0.1868,0.1025,0.2798,18.000,2.842,749.960,Exact Binomial (n=19),,0.000076,0.000676,Yes,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_combo_mid,100,78,18,0,4,18,96.0%,78.0%,0.1800,0.1081,0.2644,inf,4.397,inf,Exact Binomial (n=18),,0.000008,0.000667,Yes,ceiling
precautionary,anthropic_claude-sonnet-4-6,colorblind_deuteranomaly,136,130,1,2,3,3,96.3%,97.1%,-0.0074,-0.0445,0.0265,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.012500,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_text_heavy,109,104,2,2,1,4,97.2%,97.2%,0.0000,-0.0478,0.0478,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.016667,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_zoom_heavy,112,99,10,1,2,11,97.3%,89.3%,0.0804,0.0248,0.1480,10.000,1.423,433.977,Exact Binomial (n=11),,0.011719,0.000714,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_combo_max,91,77,11,1,2,12,96.7%,85.7%,0.1099,0.0395,0.1929,11.000,1.599,473.475,Exact Binomial (n=12),,0.006348,0.000685,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_combo_mid,100,89,8,0,3,8,97.0%,89.0%,0.0800,0.0287,0.1486,inf,1.707,inf,Exact Binomial (n=8),,0.007812,0.000694,No,ceiling
precautionary,anthropic_claude-sonnet-5,colorblind_deuteranomaly,136,131,0,3,2,3,96.3%,98.5%,-0.0221,-0.0627,0.0072,0.000,0.000,2.420,Exact Binomial (n=3),,0.250000,0.000877,No,ceiling
precautionary,local_ferret-ui-llama8b,elder_text_heavy,109,90,5,2,12,7,87.2%,84.4%,0.0275,-0.0232,0.0817,2.500,0.409,26.253,Exact Binomial (n=7),,0.453125,0.001000,No,none
precautionary,local_ferret-ui-llama8b,elder_zoom_heavy,112,94,4,5,9,9,87.5%,88.4%,-0.0089,-0.0668,0.0480,0.800,0.159,3.717,Exact Binomial (n=9),,1.000000,0.025000,No,none
precautionary,local_ferret-ui-llama8b,elder_combo_max,91,75,2,8,6,10,84.6%,91.2%,-0.0659,-0.1415,0.0026,0.250,0.026,1.253,Exact Binomial (n=10),,0.109375,0.000794,No,none
precautionary,local_ferret-ui-llama8b,elder_combo_mid,100,81,5,4,10,9,86.0%,85.0%,0.0100,-0.0529,0.0738,1.250,0.269,6.300,Exact Binomial (n=9),,1.000000,0.050000,No,none
precautionary,local_ferret-ui-llama8b,colorblind_deuteranomaly,136,116,4,2,14,6,88.2%,86.8%,0.0147,-0.0245,0.0562,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001429,No,none
uniform,9router_ag_gemini-3-flash-agent,elder_text_heavy,109,106,3,0,0,3,100.0%,97.2%,0.0275,-0.0110,0.0778,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000833,No,ceiling
uniform,9router_ag_gemini-3-flash-agent,elder_zoom_heavy,112,112,0,0,0,0,100.0%,100.0%,0.0000,-0.0332,0.0332,,,,N/A (no discordant pairs),,1.000000,0.001667,No,ceiling
uniform,9router_ag_gemini-3-flash-agent,elder_combo_max,91,88,3,0,0,3,100.0%,96.7%,0.0330,-0.0130,0.0925,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000847,No,ceiling
uniform,9router_ag_gemini-3-flash-agent,elder_combo_mid,100,98,2,0,0,2,100.0%,98.0%,0.0200,-0.0197,0.0700,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001020,No,ceiling
uniform,9router_ag_gemini-3-flash-agent,colorblind_deuteranomaly,117,115,1,0,1,1,99.1%,98.3%,0.0085,-0.0223,0.0470,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001724,No,ceiling
uniform,9router_ag_gemini-3-flash,elder_text_heavy,109,107,1,0,1,1,99.1%,98.2%,0.0092,-0.0238,0.0503,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001786,No,ceiling
uniform,9router_ag_gemini-3-flash,elder_zoom_heavy,112,109,2,0,1,2,99.1%,97.3%,0.0179,-0.0153,0.0631,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.001042,No,ceiling
uniform,9router_ag_gemini-3-flash,elder_combo_max,91,88,2,1,0,3,98.9%,97.8%,0.0110,-0.0405,0.0665,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.001852,No,ceiling
uniform,9router_ag_gemini-3-flash,elder_combo_mid,100,97,2,1,0,3,99.0%,98.0%,0.0100,-0.0370,0.0608,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.001923,No,ceiling
uniform,9router_ag_gemini-3-flash,colorblind_deuteranomaly,117,115,0,1,1,1,98.3%,99.1%,-0.0085,-0.0470,0.0223,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.002000,No,ceiling
uniform,9router_ag_gemini-3.5-flash-low,elder_text_heavy,109,106,1,2,0,3,98.2%,99.1%,-0.0092,-0.0560,0.0341,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002083,No,ceiling
uniform,9router_ag_gemini-3.5-flash-low,elder_zoom_heavy,112,109,1,2,0,3,98.2%,99.1%,-0.0089,-0.0545,0.0332,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002174,No,ceiling
uniform,9router_ag_gemini-3.5-flash-low,elder_combo_max,91,87,2,2,0,4,97.8%,97.8%,0.0000,-0.0573,0.0573,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.002273,No,ceiling
uniform,9router_ag_gemini-3.5-flash-low,elder_combo_mid,100,97,1,2,0,3,98.0%,99.0%,-0.0100,-0.0608,0.0370,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002381,No,ceiling
uniform,9router_ag_gemini-3.5-flash-low,colorblind_deuteranomaly,117,113,1,1,2,2,97.4%,97.4%,0.0000,-0.0381,0.0381,1.000,0.013,78.497,Exact Binomial (n=2),,1.000000,0.002500,No,ceiling
uniform,9router_ag_gemini-pro-agent,elder_text_heavy,109,102,3,2,2,5,96.3%,95.4%,0.0092,-0.0397,0.0609,1.500,0.172,17.959,Exact Binomial (n=5),,1.000000,0.002632,No,ceiling
uniform,9router_ag_gemini-pro-agent,elder_zoom_heavy,112,106,2,3,1,5,96.4%,97.3%,-0.0089,-0.0597,0.0391,0.667,0.056,5.820,Exact Binomial (n=5),,1.000000,0.002778,No,ceiling
uniform,9router_ag_gemini-pro-agent,elder_combo_max,91,81,6,3,1,9,95.6%,92.3%,0.0330,-0.0370,0.1075,2.000,0.427,12.359,Exact Binomial (n=9),,0.507812,0.001250,No,ceiling
uniform,9router_ag_gemini-pro-agent,elder_combo_mid,100,92,4,2,2,6,96.0%,94.0%,0.0200,-0.0350,0.0800,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001351,No,ceiling
uniform,9router_ag_gemini-pro-agent,colorblind_deuteranomaly,117,110,2,4,1,6,95.7%,97.4%,-0.0171,-0.0692,0.0306,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001389,No,ceiling
uniform,9router_cx_gpt-5.4-mini,elder_text_heavy,109,31,9,5,64,14,36.7%,33.0%,0.0367,-0.0301,0.1031,1.800,0.542,6.837,Exact Binomial (n=14),,0.423950,0.000980,No,floor
uniform,9router_cx_gpt-5.4-mini,elder_zoom_heavy,112,33,7,6,66,13,35.7%,34.8%,0.0089,-0.0539,0.0717,1.167,0.336,4.202,Exact Binomial (n=13),,1.000000,0.002941,No,floor
uniform,9router_cx_gpt-5.4-mini,elder_combo_max,91,27,12,12,40,24,42.9%,42.9%,0.0000,-0.1035,0.1035,1.000,0.411,2.434,Exact Binomial (n=24),,1.000000,0.003125,No,floor
uniform,9router_cx_gpt-5.4-mini,elder_combo_mid,100,27,12,7,54,19,39.0%,34.0%,0.0500,-0.0345,0.1333,1.714,0.622,5.139,Exact Binomial (n=19),,0.359283,0.000926,No,floor
uniform,9router_cx_gpt-5.4-mini,colorblind_deuteranomaly,117,34,6,4,73,10,34.2%,32.5%,0.0171,-0.0360,0.0702,1.500,0.356,7.227,Exact Binomial (n=10),,0.753906,0.001563,No,floor
uniform,9router_cx_gpt-5.4,elder_text_heavy,109,50,18,14,27,32,62.4%,58.7%,0.0367,-0.0639,0.1361,1.286,0.604,2.793,"Asymptotic (Edwards' correction, n=32)",0.2812,0.595883,0.001316,No,none
