Sample,Model,Profile,Total_Pairs,Both_Pass_a,Broke_It_b,Fluke_Recovery_c,Both_Fail_d,Discordant_Pairs,Baseline_Acc,Exp_Acc,Risk_Diff,Risk_Diff_CI_Low,Risk_Diff_CI_High,Odds_Ratio,OR_CI_Low,OR_CI_High,Test_Used,Statistic,P_Value,Holm_Threshold,Significant,Power_Limit
primary,gpt-5.4-mini,elder_zoom_heavy,128,37,9,8,74,17,35.9%,35.2%,0.0078,-0.0550,0.0705,1.125,0.385,3.351,Exact Binomial (n=17),,1.000000,0.003571,No,floor
primary,gpt-5.4-mini,elder_combo_max,104,30,16,11,47,27,44.2%,39.4%,0.0481,-0.0487,0.1432,1.455,0.634,3.466,"Asymptotic (Edwards' correction, n=27)",0.5926,0.441418,0.000862,No,floor
primary,gpt-5.4-mini,elder_combo_mid,111,30,15,7,59,22,40.5%,33.3%,0.0721,-0.0096,0.1521,2.143,0.822,6.213,Exact Binomial (n=22),,0.133801,0.000746,No,floor
primary,gpt-5.4-mini,colorblind_deuteranomaly,119,33,8,5,73,13,34.5%,31.9%,0.0252,-0.0340,0.0844,1.600,0.462,6.216,Exact Binomial (n=13),,0.581055,0.001042,No,floor
primary,gpt-5.4,elder_text_heavy,125,52,22,14,37,36,59.2%,52.8%,0.0640,-0.0291,0.1551,1.571,0.769,3.321,"Asymptotic (Edwards' correction, n=36)",1.3611,0.243345,0.000794,No,none
primary,gpt-5.4,elder_zoom_heavy,128,61,14,25,28,39,58.6%,67.2%,-0.0859,-0.1781,0.0087,0.560,0.269,1.120,"Asymptotic (Edwards' correction, n=39)",2.5641,0.109315,0.000704,No,none
primary,gpt-5.4,elder_combo_max,104,60,11,15,18,26,68.3%,72.1%,-0.0385,-0.1332,0.0571,0.733,0.305,1.709,"Asymptotic (Edwards' correction, n=26)",0.3462,0.556298,0.001020,No,none
primary,gpt-5.4,elder_combo_mid,111,55,18,18,20,36,65.8%,65.8%,0.0000,-0.1047,0.1047,1.000,0.491,2.037,"Asymptotic (Edwards' correction, n=36)",0.0278,0.867632,0.001136,No,none
primary,gpt-5.4,colorblind_deuteranomaly,119,53,15,12,39,27,57.1%,54.6%,0.0252,-0.0593,0.1090,1.250,0.546,2.925,"Asymptotic (Edwards' correction, n=27)",0.1481,0.700311,0.001111,No,none
primary,gpt-5.5,elder_text_heavy,125,124,1,0,0,1,100.0%,99.2%,0.0080,-0.0225,0.0439,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003846,No,ceiling
primary,gpt-5.5,elder_zoom_heavy,128,125,3,0,0,3,100.0%,97.7%,0.0234,-0.0095,0.0666,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000820,No,ceiling
primary,gpt-5.5,elder_combo_max,104,101,3,0,0,3,100.0%,97.1%,0.0288,-0.0115,0.0814,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000833,No,ceiling
primary,gpt-5.5,elder_combo_mid,111,109,2,0,0,2,100.0%,98.2%,0.0180,-0.0179,0.0633,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000926,No,ceiling
primary,gpt-5.5,colorblind_deuteranomaly,119,116,2,0,1,2,99.2%,97.5%,0.0168,-0.0145,0.0595,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000943,No,ceiling
primary,gpt-5.6-luna,elder_text_heavy,125,115,5,4,1,9,96.0%,95.2%,0.0080,-0.0450,0.0624,1.250,0.269,6.300,Exact Binomial (n=9),,1.000000,0.004167,No,ceiling
primary,gpt-5.6-luna,elder_zoom_heavy,128,121,2,4,1,6,96.1%,97.7%,-0.0156,-0.0635,0.0281,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001087,No,ceiling
primary,gpt-5.6-luna,elder_combo_max,104,97,5,1,1,6,98.1%,94.2%,0.0385,-0.0114,0.0988,5.000,0.559,236.488,Exact Binomial (n=6),,0.218750,0.000758,No,ceiling
primary,gpt-5.6-luna,elder_combo_mid,111,101,5,4,1,9,95.5%,94.6%,0.0090,-0.0504,0.0699,1.250,0.269,6.300,Exact Binomial (n=9),,1.000000,0.004545,No,ceiling
primary,gpt-5.6-luna,colorblind_deuteranomaly,119,114,0,5,0,5,95.8%,100.0%,-0.0420,-0.0946,-0.0026,0.000,0.000,1.091,Exact Binomial (n=5),,0.062500,0.000676,No,ceiling
primary,gpt-5.6-sol,elder_text_heavy,125,124,0,0,1,0,99.2%,99.2%,0.0000,-0.0293,0.0293,,,,N/A (no discordant pairs),,1.000000,0.005000,No,ceiling
primary,gpt-5.6-sol,elder_zoom_heavy,128,127,0,0,1,0,99.2%,99.2%,0.0000,-0.0287,0.0287,,,,N/A (no discordant pairs),,1.000000,0.005556,No,ceiling
primary,gpt-5.6-sol,elder_combo_max,104,101,2,1,0,3,99.0%,98.1%,0.0096,-0.0356,0.0586,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.006250,No,ceiling
primary,gpt-5.6-sol,elder_combo_mid,111,110,0,0,1,0,99.1%,99.1%,0.0000,-0.0328,0.0328,,,,N/A (no discordant pairs),,1.000000,0.007143,No,ceiling
primary,gpt-5.6-sol,colorblind_deuteranomaly,119,117,0,1,1,1,98.3%,99.2%,-0.0084,-0.0463,0.0219,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.008333,No,ceiling
primary,gpt-5.6-terra,elder_text_heavy,125,124,0,0,1,0,99.2%,99.2%,0.0000,-0.0293,0.0293,,,,N/A (no discordant pairs),,1.000000,0.010000,No,ceiling
primary,gpt-5.6-terra,elder_zoom_heavy,128,125,2,0,1,2,99.2%,97.7%,0.0156,-0.0135,0.0555,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000962,No,ceiling
primary,gpt-5.6-terra,elder_combo_max,104,100,3,0,1,3,99.0%,96.2%,0.0288,-0.0085,0.0817,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000847,No,ceiling
primary,gpt-5.6-terra,elder_combo_mid,111,106,4,0,1,4,99.1%,95.5%,0.0360,-0.0010,0.0893,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000735,No,ceiling
primary,gpt-5.6-terra,colorblind_deuteranomaly,119,118,0,0,1,0,99.2%,99.2%,0.0000,-0.0307,0.0307,,,,N/A (no discordant pairs),,1.000000,0.012500,No,ceiling
primary,local_ferret-ui-llama8b,elder_text_heavy,125,106,4,3,12,7,88.0%,87.2%,0.0080,-0.0380,0.0551,1.333,0.226,9.102,Exact Binomial (n=7),,1.000000,0.016667,No,none
primary,local_ferret-ui-llama8b,elder_zoom_heavy,128,110,3,6,9,9,88.3%,90.6%,-0.0234,-0.0756,0.0256,0.500,0.081,2.341,Exact Binomial (n=9),,0.507812,0.001000,No,none
primary,local_ferret-ui-llama8b,elder_combo_max,104,87,2,9,6,11,85.6%,92.3%,-0.0673,-0.1369,-0.0050,0.222,0.023,1.074,Exact Binomial (n=11),,0.065430,0.000685,No,none
primary,local_ferret-ui-llama8b,elder_combo_mid,111,94,2,5,10,7,86.5%,89.2%,-0.0270,-0.0811,0.0232,0.400,0.038,2.443,Exact Binomial (n=7),,0.453125,0.000877,No,none
primary,local_ferret-ui-llama8b,colorblind_deuteranomaly,119,102,2,2,13,4,87.4%,87.4%,0.0000,-0.0400,0.0400,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.025000,No,none
primary,qwen3-vl-235b-a22b-instruct,elder_text_heavy,125,113,5,1,6,6,94.4%,91.2%,0.0320,-0.0094,0.0808,5.000,0.559,236.488,Exact Binomial (n=6),,0.218750,0.000769,No,none
primary,qwen3-vl-235b-a22b-instruct,elder_zoom_heavy,128,109,12,1,6,13,94.5%,85.9%,0.0859,0.0338,0.1478,12.000,1.775,512.973,Exact Binomial (n=13),,0.003418,0.000602,No,none
primary,qwen3-vl-235b-a22b-instruct,elder_combo_max,104,84,13,3,4,16,93.3%,83.7%,0.0962,0.0224,0.1758,4.333,1.191,23.707,Exact Binomial (n=16),,0.021271,0.000633,No,none
primary,qwen3-vl-235b-a22b-instruct,elder_combo_mid,111,92,12,3,4,15,93.7%,85.6%,0.0811,0.0136,0.1548,4.000,1.079,22.088,Exact Binomial (n=15),,0.035156,0.000667,No,none
primary,qwen3-vl-235b-a22b-instruct,colorblind_deuteranomaly,119,107,4,3,5,7,93.3%,92.4%,0.0084,-0.0413,0.0598,1.333,0.226,9.102,Exact Binomial (n=7),,1.000000,0.050000,No,none
precautionary,anthropic_claude-haiku-4-5,elder_text_heavy,95,76,8,1,10,9,88.4%,81.1%,0.0737,0.0127,0.1419,8.000,1.073,354.981,Exact Binomial (n=9),,0.039062,0.000658,No,none
precautionary,anthropic_claude-haiku-4-5,elder_zoom_heavy,96,78,7,8,3,15,88.5%,89.6%,-0.0104,-0.0938,0.0724,0.875,0.270,2.761,Exact Binomial (n=15),,1.000000,0.001220,No,none
precautionary,anthropic_claude-haiku-4-5,elder_combo_max,84,63,10,2,9,12,86.9%,77.4%,0.0952,0.0163,0.1790,5.000,1.066,46.933,Exact Binomial (n=12),,0.038574,0.000649,No,none
precautionary,anthropic_claude-haiku-4-5,elder_combo_mid,88,66,11,4,7,15,87.5%,79.5%,0.0795,-0.0065,0.1684,2.750,0.815,11.842,Exact Binomial (n=15),,0.118469,0.000704,No,none
precautionary,anthropic_claude-haiku-4-5,colorblind_deuteranomaly,119,103,4,2,10,6,89.9%,88.2%,0.0168,-0.0282,0.0648,2.000,0.287,22.110,Exact Binomial (n=6),,0.687500,0.001020,No,none
precautionary,anthropic_claude-opus-5,elder_text_heavy,95,95,0,0,0,0,100.0%,100.0%,0.0000,-0.0389,0.0389,,,,N/A (no discordant pairs),,1.000000,0.001250,No,ceiling
precautionary,anthropic_claude-opus-5,elder_zoom_heavy,96,95,1,0,0,1,100.0%,99.0%,0.0104,-0.0290,0.0567,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001282,No,ceiling
precautionary,anthropic_claude-opus-5,elder_combo_max,84,83,1,0,0,1,100.0%,98.8%,0.0119,-0.0329,0.0644,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001316,No,ceiling
precautionary,anthropic_claude-opus-5,elder_combo_mid,88,88,0,0,0,0,100.0%,100.0%,0.0000,-0.0418,0.0418,,,,N/A (no discordant pairs),,1.000000,0.001351,No,ceiling
precautionary,anthropic_claude-opus-5,colorblind_deuteranomaly,119,118,0,1,0,1,99.2%,100.0%,-0.0084,-0.0461,0.0236,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001389,No,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_text_heavy,95,87,4,0,4,4,95.8%,91.6%,0.0421,-0.0021,0.1006,inf,0.660,inf,Exact Binomial (n=4),,0.125000,0.000714,No,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_zoom_heavy,96,83,9,2,2,11,95.8%,88.5%,0.0729,0.0051,0.1496,4.500,0.931,42.800,Exact Binomial (n=11),,0.065430,0.000685,No,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_combo_max,84,63,17,1,3,18,95.2%,76.2%,0.1905,0.1013,0.2880,17.000,2.664,710.462,Exact Binomial (n=18),,0.000145,0.000595,Yes,ceiling
precautionary,anthropic_claude-sonnet-4-6,elder_combo_mid,88,68,16,0,4,16,95.5%,77.3%,0.1818,0.1045,0.2722,inf,3.857,inf,Exact Binomial (n=16),,0.000031,0.000588,Yes,ceiling
precautionary,anthropic_claude-sonnet-4-6,colorblind_deuteranomaly,119,114,1,2,2,3,96.6%,97.5%,-0.0084,-0.0509,0.0302,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.001429,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_text_heavy,95,91,1,2,1,3,96.8%,97.9%,-0.0105,-0.0636,0.0377,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.001471,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_zoom_heavy,96,84,9,1,2,10,96.9%,88.5%,0.0833,0.0208,0.1586,9.000,1.247,394.479,Exact Binomial (n=10),,0.021484,0.000633,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_combo_max,84,71,10,1,2,11,96.4%,85.7%,0.1071,0.0335,0.1938,10.000,1.423,433.977,Exact Binomial (n=11),,0.011719,0.000610,No,ceiling
precautionary,anthropic_claude-sonnet-5,elder_combo_mid,88,78,7,0,3,7,96.6%,88.6%,0.0795,0.0241,0.1533,inf,1.441,inf,Exact Binomial (n=7),,0.015625,0.000617,No,ceiling
precautionary,anthropic_claude-sonnet-5,colorblind_deuteranomaly,119,115,0,3,1,3,96.6%,99.2%,-0.0252,-0.0718,0.0076,0.000,0.000,2.420,Exact Binomial (n=3),,0.250000,0.000758,No,ceiling
precautionary,gemini-3-flash-agent,elder_text_heavy,95,93,2,0,0,2,100.0%,97.9%,0.0211,-0.0207,0.0735,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000820,No,ceiling
precautionary,gemini-3-flash-agent,elder_zoom_heavy,96,96,0,0,0,0,100.0%,100.0%,0.0000,-0.0385,0.0385,,,,N/A (no discordant pairs),,1.000000,0.001515,No,ceiling
precautionary,gemini-3-flash-agent,elder_combo_max,84,83,1,0,0,1,100.0%,98.8%,0.0119,-0.0329,0.0644,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001563,No,ceiling
precautionary,gemini-3-flash-agent,elder_combo_mid,88,88,0,0,0,0,100.0%,100.0%,0.0000,-0.0418,0.0418,,,,N/A (no discordant pairs),,1.000000,0.001613,No,ceiling
precautionary,gemini-3-flash-agent,colorblind_deuteranomaly,119,119,0,0,0,0,100.0%,100.0%,0.0000,-0.0313,0.0313,,,,N/A (no discordant pairs),,1.000000,0.001667,No,ceiling
precautionary,gemini-3-flash,elder_text_heavy,95,94,0,0,1,0,98.9%,98.9%,0.0000,-0.0380,0.0380,,,,N/A (no discordant pairs),,1.000000,0.001724,No,ceiling
precautionary,gemini-3-flash,elder_zoom_heavy,96,94,1,0,1,1,99.0%,97.9%,0.0104,-0.0268,0.0568,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001786,No,ceiling
precautionary,gemini-3-flash,elder_combo_max,84,83,0,1,0,1,98.8%,100.0%,-0.0119,-0.0644,0.0329,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001852,No,ceiling
precautionary,gemini-3-flash,elder_combo_mid,88,87,0,1,0,1,98.9%,100.0%,-0.0114,-0.0616,0.0315,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.001923,No,ceiling
precautionary,gemini-3-flash,colorblind_deuteranomaly,119,118,0,1,0,1,99.2%,100.0%,-0.0084,-0.0461,0.0236,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.002000,No,ceiling
precautionary,gemini-3.5-flash-low,elder_text_heavy,95,93,0,2,0,2,97.9%,100.0%,-0.0211,-0.0735,0.0207,0.000,0.000,5.325,Exact Binomial (n=2),,0.500000,0.000833,No,ceiling
precautionary,gemini-3.5-flash-low,elder_zoom_heavy,96,94,0,2,0,2,97.9%,100.0%,-0.0208,-0.0728,0.0205,0.000,0.000,5.325,Exact Binomial (n=2),,0.500000,0.000847,No,ceiling
precautionary,gemini-3.5-flash-low,elder_combo_max,84,81,1,2,0,3,97.6%,98.8%,-0.0119,-0.0718,0.0436,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002083,No,ceiling
precautionary,gemini-3.5-flash-low,elder_combo_mid,88,86,0,2,0,2,97.7%,100.0%,-0.0227,-0.0791,0.0222,0.000,0.000,5.325,Exact Binomial (n=2),,0.500000,0.000862,No,ceiling
precautionary,gemini-3.5-flash-low,colorblind_deuteranomaly,119,117,0,1,1,1,98.3%,99.2%,-0.0084,-0.0463,0.0219,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.002174,No,ceiling
precautionary,gemini-pro-agent,elder_text_heavy,95,88,3,2,2,5,95.8%,94.7%,0.0105,-0.0452,0.0693,1.500,0.172,17.959,Exact Binomial (n=5),,1.000000,0.002273,No,ceiling
precautionary,gemini-pro-agent,elder_zoom_heavy,96,91,1,3,1,4,95.8%,97.9%,-0.0208,-0.0782,0.0288,0.333,0.006,4.151,Exact Binomial (n=4),,0.625000,0.000980,No,ceiling
precautionary,gemini-pro-agent,elder_combo_max,84,75,5,3,1,8,95.2%,92.9%,0.0238,-0.0493,0.1006,1.667,0.324,10.732,Exact Binomial (n=8),,0.726562,0.001111,No,ceiling
precautionary,gemini-pro-agent,elder_combo_mid,88,83,1,2,2,3,95.5%,96.6%,-0.0114,-0.0676,0.0399,0.500,0.008,9.605,Exact Binomial (n=3),,1.000000,0.002381,No,ceiling
precautionary,gemini-pro-agent,colorblind_deuteranomaly,119,112,3,4,0,7,96.6%,97.5%,-0.0084,-0.0612,0.0428,0.750,0.110,4.433,Exact Binomial (n=7),,1.000000,0.002500,No,ceiling
precautionary,glm-5v-turbo,elder_text_heavy,95,92,2,1,0,3,98.9%,97.9%,0.0105,-0.0388,0.0639,2.000,0.104,117.994,Exact Binomial (n=3),,1.000000,0.002632,No,ceiling
precautionary,glm-5v-turbo,elder_zoom_heavy,96,94,1,1,0,2,99.0%,99.0%,0.0000,-0.0471,0.0471,1.000,0.013,78.497,Exact Binomial (n=2),,1.000000,0.002778,No,ceiling
precautionary,glm-5v-turbo,elder_combo_max,84,82,1,1,0,2,98.8%,98.8%,0.0000,-0.0535,0.0535,1.000,0.013,78.497,Exact Binomial (n=2),,1.000000,0.002941,No,ceiling
precautionary,glm-5v-turbo,elder_combo_mid,88,87,0,1,0,1,98.9%,100.0%,-0.0114,-0.0616,0.0315,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.003125,No,ceiling
precautionary,glm-5v-turbo,colorblind_deuteranomaly,119,115,2,2,0,4,98.3%,98.3%,0.0000,-0.0443,0.0443,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.003333,No,ceiling
precautionary,gpt-5.4-mini,elder_text_heavy,95,26,8,5,56,13,35.8%,32.6%,0.0316,-0.0423,0.1051,1.600,0.462,6.216,Exact Binomial (n=13),,0.581055,0.000926,No,floor
precautionary,gpt-5.4-mini,elder_zoom_heavy,96,27,7,5,57,12,35.4%,33.3%,0.0208,-0.0495,0.0910,1.400,0.382,5.594,Exact Binomial (n=12),,0.774414,0.001163,No,floor
precautionary,gpt-5.4-mini,elder_combo_max,84,23,11,11,39,22,40.5%,40.5%,0.0000,-0.1073,0.1073,1.000,0.393,2.543,Exact Binomial (n=22),,1.000000,0.003571,No,floor
precautionary,gpt-5.4-mini,elder_combo_mid,88,23,10,7,48,17,37.5%,34.1%,0.0341,-0.0568,0.1241,1.429,0.491,4.422,Exact Binomial (n=17),,0.629059,0.001000,No,floor
precautionary,gpt-5.4-mini,colorblind_deuteranomaly,119,33,8,5,73,13,34.5%,31.9%,0.0252,-0.0340,0.0844,1.600,0.462,6.216,Exact Binomial (n=13),,0.581055,0.000943,No,floor
precautionary,gpt-5.4,elder_text_heavy,95,43,17,13,22,30,63.2%,58.9%,0.0421,-0.0696,0.1521,1.308,0.598,2.928,"Asymptotic (Edwards' correction, n=30)",0.3000,0.583882,0.000962,No,none
precautionary,gpt-5.4,elder_zoom_heavy,96,49,11,19,17,30,62.5%,70.8%,-0.0833,-0.1911,0.0273,0.579,0.249,1.280,"Asymptotic (Edwards' correction, n=30)",1.6333,0.201243,0.000725,No,none
precautionary,gpt-5.4,elder_combo_max,84,51,6,14,13,20,67.9%,77.4%,-0.0952,-0.1964,0.0077,0.429,0.135,1.187,Exact Binomial (n=20),,0.115318,0.000694,No,none
precautionary,gpt-5.4,elder_combo_mid,88,46,13,15,14,28,67.0%,69.3%,-0.0227,-0.1386,0.0940,0.867,0.380,1.952,"Asymptotic (Edwards' correction, n=28)",0.0357,0.850107,0.001190,No,none
precautionary,gpt-5.4,colorblind_deuteranomaly,119,53,15,12,39,27,57.1%,54.6%,0.0252,-0.0593,0.1090,1.250,0.546,2.925,"Asymptotic (Edwards' correction, n=27)",0.1481,0.700311,0.001087,No,none
precautionary,gpt-5.5,elder_text_heavy,95,94,1,0,0,1,100.0%,98.9%,0.0105,-0.0293,0.0572,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.003846,No,ceiling
precautionary,gpt-5.5,elder_zoom_heavy,96,93,3,0,0,3,100.0%,96.9%,0.0312,-0.0124,0.0879,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000769,No,ceiling
precautionary,gpt-5.5,elder_combo_max,84,81,3,0,0,3,100.0%,96.4%,0.0357,-0.0139,0.0998,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000781,No,ceiling
precautionary,gpt-5.5,elder_combo_mid,88,86,2,0,0,2,100.0%,97.7%,0.0227,-0.0222,0.0791,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000877,No,ceiling
precautionary,gpt-5.5,colorblind_deuteranomaly,119,116,2,0,1,2,99.2%,97.5%,0.0168,-0.0145,0.0595,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000893,No,ceiling
precautionary,gpt-5.6-luna,elder_text_heavy,95,88,3,3,1,6,95.8%,95.8%,0.0000,-0.0610,0.0610,1.000,0.134,7.466,Exact Binomial (n=6),,1.000000,0.004167,No,ceiling
precautionary,gpt-5.6-luna,elder_zoom_heavy,96,90,2,4,0,6,95.8%,97.9%,-0.0208,-0.0837,0.0377,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001042,No,ceiling
precautionary,gpt-5.6-luna,elder_combo_max,84,77,5,1,1,6,97.6%,92.9%,0.0476,-0.0137,0.1208,5.000,0.559,236.488,Exact Binomial (n=6),,0.218750,0.000735,No,ceiling
precautionary,gpt-5.6-luna,elder_combo_mid,88,79,5,3,1,8,95.5%,93.2%,0.0227,-0.0472,0.0963,1.667,0.324,10.732,Exact Binomial (n=8),,0.726562,0.001136,No,ceiling
precautionary,gpt-5.6-luna,colorblind_deuteranomaly,119,114,0,5,0,5,95.8%,100.0%,-0.0420,-0.0946,-0.0026,0.000,0.000,1.091,Exact Binomial (n=5),,0.062500,0.000676,No,ceiling
precautionary,gpt-5.6-sol,elder_text_heavy,95,94,0,0,1,0,98.9%,98.9%,0.0000,-0.0380,0.0380,,,,N/A (no discordant pairs),,1.000000,0.004545,No,ceiling
precautionary,gpt-5.6-sol,elder_zoom_heavy,96,95,0,0,1,0,99.0%,99.0%,0.0000,-0.0377,0.0377,,,,N/A (no discordant pairs),,1.000000,0.005000,No,ceiling
precautionary,gpt-5.6-sol,elder_combo_max,84,82,1,1,0,2,98.8%,98.8%,0.0000,-0.0535,0.0535,1.000,0.013,78.497,Exact Binomial (n=2),,1.000000,0.005556,No,ceiling
precautionary,gpt-5.6-sol,elder_combo_mid,88,87,0,0,1,0,98.9%,98.9%,0.0000,-0.0409,0.0409,,,,N/A (no discordant pairs),,1.000000,0.006250,No,ceiling
precautionary,gpt-5.6-sol,colorblind_deuteranomaly,119,117,0,1,1,1,98.3%,99.2%,-0.0084,-0.0463,0.0219,0.000,0.000,39.000,Exact Binomial (n=1),,1.000000,0.007143,No,ceiling
precautionary,gpt-5.6-terra,elder_text_heavy,95,94,0,0,1,0,98.9%,98.9%,0.0000,-0.0380,0.0380,,,,N/A (no discordant pairs),,1.000000,0.008333,No,ceiling
precautionary,gpt-5.6-terra,elder_zoom_heavy,96,93,2,0,1,2,99.0%,96.9%,0.0208,-0.0176,0.0730,inf,0.188,inf,Exact Binomial (n=2),,0.500000,0.000909,No,ceiling
precautionary,gpt-5.6-terra,elder_combo_max,84,82,1,0,1,1,98.8%,97.6%,0.0119,-0.0303,0.0644,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.010000,No,ceiling
precautionary,gpt-5.6-terra,elder_combo_mid,88,84,3,0,1,3,98.9%,95.5%,0.0341,-0.0098,0.0957,inf,0.413,inf,Exact Binomial (n=3),,0.250000,0.000794,No,ceiling
precautionary,gpt-5.6-terra,colorblind_deuteranomaly,119,118,0,0,1,0,99.2%,99.2%,0.0000,-0.0307,0.0307,,,,N/A (no discordant pairs),,1.000000,0.012500,No,ceiling
precautionary,local_ferret-ui-llama8b,elder_text_heavy,95,78,3,2,12,5,85.3%,84.2%,0.0105,-0.0413,0.0639,1.500,0.172,17.959,Exact Binomial (n=5),,1.000000,0.016667,No,none
precautionary,local_ferret-ui-llama8b,elder_zoom_heavy,96,80,2,5,9,7,85.4%,88.5%,-0.0312,-0.0931,0.0264,0.400,0.038,2.443,Exact Binomial (n=7),,0.453125,0.000806,No,none
precautionary,local_ferret-ui-llama8b,elder_combo_max,84,69,1,8,6,9,83.3%,91.7%,-0.0833,-0.1618,-0.0148,0.125,0.003,0.932,Exact Binomial (n=9),,0.039062,0.000667,No,none
precautionary,local_ferret-ui-llama8b,elder_combo_mid,88,72,2,4,10,6,84.1%,86.4%,-0.0227,-0.0850,0.0365,0.500,0.045,3.489,Exact Binomial (n=6),,0.687500,0.001064,No,none
precautionary,local_ferret-ui-llama8b,colorblind_deuteranomaly,119,102,2,2,13,4,87.4%,87.4%,0.0000,-0.0400,0.0400,1.000,0.072,13.796,Exact Binomial (n=4),,1.000000,0.025000,No,none
precautionary,qwen3-vl-235b-a22b-instruct,elder_text_heavy,95,83,5,1,6,6,92.6%,88.4%,0.0421,-0.0115,0.1042,5.000,0.559,236.488,Exact Binomial (n=6),,0.218750,0.000746,No,none
precautionary,qwen3-vl-235b-a22b-instruct,elder_zoom_heavy,96,77,12,1,6,13,92.7%,81.2%,0.1146,0.0455,0.1933,12.000,1.775,512.973,Exact Binomial (n=13),,0.003418,0.000602,No,none
precautionary,qwen3-vl-235b-a22b-instruct,elder_combo_max,84,64,13,3,4,16,91.7%,79.8%,0.1190,0.0282,0.2145,4.333,1.191,23.707,Exact Binomial (n=16),,0.021271,0.000625,No,none
precautionary,qwen3-vl-235b-a22b-instruct,elder_combo_mid,88,69,12,3,4,15,92.0%,81.8%,0.1023,0.0176,0.1923,4.000,1.079,22.088,Exact Binomial (n=15),,0.035156,0.000641,No,none
precautionary,qwen3-vl-235b-a22b-instruct,colorblind_deuteranomaly,119,107,4,3,5,7,93.3%,92.4%,0.0084,-0.0413,0.0598,1.333,0.226,9.102,Exact Binomial (n=7),,1.000000,0.050000,No,none
uniform,anthropic_claude-haiku-4-5,elder_text_heavy,95,76,8,1,10,9,88.4%,81.1%,0.0737,0.0127,0.1419,8.000,1.073,354.981,Exact Binomial (n=9),,0.039062,0.000658,No,none
uniform,anthropic_claude-haiku-4-5,elder_zoom_heavy,96,78,7,8,3,15,88.5%,89.6%,-0.0104,-0.0938,0.0724,0.875,0.270,2.761,Exact Binomial (n=15),,1.000000,0.001250,No,none
uniform,anthropic_claude-haiku-4-5,elder_combo_max,84,63,10,2,9,12,86.9%,77.4%,0.0952,0.0163,0.1790,5.000,1.066,46.933,Exact Binomial (n=12),,0.038574,0.000649,No,none
uniform,anthropic_claude-haiku-4-5,elder_combo_mid,88,66,11,4,7,15,87.5%,79.5%,0.0795,-0.0065,0.1684,2.750,0.815,11.842,Exact Binomial (n=15),,0.118469,0.000694,No,none
uniform,anthropic_claude-haiku-4-5,colorblind_deuteranomaly,100,85,4,1,10,5,89.0%,86.0%,0.0300,-0.0181,0.0834,4.000,0.396,196.990,Exact Binomial (n=5),,0.375000,0.000794,No,none
uniform,anthropic_claude-opus-5,elder_text_heavy,95,95,0,0,0,0,100.0%,100.0%,0.0000,-0.0389,0.0389,,,,N/A (no discordant pairs),,1.000000,0.001282,No,ceiling
uniform,anthropic_claude-opus-5,elder_zoom_heavy,96,95,1,0,0,1,100.0%,99.0%,0.0104,-0.0290,0.0567,inf,0.026,inf,Exact Binomial (n=1),,1.000000,0.001316,No,ceiling
